id,company_name,address,city,state,phone,website,sector,summary,prospect_for,source,date_added,contacted,status
805,Ibrahim Legal Practice,"No. 23 Garki Area 2, Kaduna",Kaduna,Kaduna State,+234-8522-154-0286,www.ibrahimlegalpractice.com.ng,Law Firm,"Ibrahim Legal Practice is a professional legal services firm based in Kaduna, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
806,Bello Barristers,"No. 24 Asokoro, Kaduna",Kaduna,Kaduna State,+234-8623-161-0299,www.bellobarristers.com.ng,Law Firm,"Bello Barristers is a professional legal services firm based in Kaduna, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
807,Emeka & Associates,"No. 25 GRA Phase 2, Kaduna",Kaduna,Kaduna State,+234-8724-168-0312,www.emekaandassociates.com.ng,Law Firm,"Emeka & Associates is a professional legal services firm based in Kaduna, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
808,Adeola Legal Chambers,"No. 26 Trans Amadi, Kaduna",Kaduna,Kaduna State,+234-8825-175-0325,www.adeolalegalchambers.com.ng,Law Firm,"Adeola Legal Chambers is a professional legal services firm based in Kaduna, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
809,Chukwu & Co,"No. 27 Rumuola Road, Kaduna",Kaduna,Kaduna State,+234-8926-182-0338,www.chukwuandco.com.ng,Law Firm,"Chukwu & Co is a professional legal services firm based in Kaduna, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
810,Musa Law Firm,"No. 28 Kano Road, Kaduna",Kaduna,Kaduna State,+234-8127-189-0351,www.musalawfirm.com.ng,Law Firm,"Musa Law Firm is a professional legal services firm based in Kaduna, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
811,Abubakar Solicitors,"No. 29 Zaria Avenue, Kaduna",Kaduna,Kaduna State,+234-8228-196-0364,www.abubakarsolicitors.com.ng,Law Firm,"Abubakar Solicitors is a professional legal services firm based in Kaduna, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
812,Olawale & Partners,"No. 30 Sabon Gari, Kaduna",Kaduna,Kaduna State,+234-8329-203-0377,www.olawaleandpartners.com.ng,Law Firm,"Olawale & Partners is a professional legal services firm based in Kaduna, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
813,Lagos Properties,"No. 1 Marina Street, Kaduna",Kaduna,Kaduna State,+234-8100-000-0000,www.lagosproperties.com.ng,Real Estate,"Lagos Properties is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
814,Abuja Homes,"No. 2 Broad Street, Kaduna",Kaduna,Kaduna State,+234-8201-007-0013,www.abujahomes.com.ng,Real Estate,"Abuja Homes is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
815,Capital Realty,"No. 3 Victoria Island, Kaduna",Kaduna,Kaduna State,+234-8302-014-0026,www.capitalrealty.com.ng,Real Estate,"Capital Realty is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
816,Prime Real Estate,"No. 4 Ikoyi Road, Kaduna",Kaduna,Kaduna State,+234-8403-021-0039,www.primerealestate.com.ng,Real Estate,"Prime Real Estate is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
817,Royal Development,"No. 5 Lekki Phase 1, Kaduna",Kaduna,Kaduna State,+234-8504-028-0052,www.royaldevelopment.com.ng,Real Estate,"Royal Development is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
818,Golden Housing,"No. 6 Wuse Zone 5, Kaduna",Kaduna,Kaduna State,+234-8605-035-0065,www.goldenhousing.com.ng,Real Estate,"Golden Housing is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
819,Elite Estates,"No. 7 Maitama District, Kaduna",Kaduna,Kaduna State,+234-8706-042-0078,www.eliteestates.com.ng,Real Estate,"Elite Estates is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
820,Premium Realtors,"No. 8 Garki Area 2, Kaduna",Kaduna,Kaduna State,+234-8807-049-0091,www.premiumrealtors.com.ng,Real Estate,"Premium Realtors is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
821,Heritage Properties,"No. 9 Asokoro, Kaduna",Kaduna,Kaduna State,+234-8908-056-0104,www.heritageproperties.com.ng,Real Estate,"Heritage Properties is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
822,Crown Homes,"No. 10 GRA Phase 2, Kaduna",Kaduna,Kaduna State,+234-8109-063-0117,www.crownhomes.com.ng,Real Estate,"Crown Homes is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
823,Victory Realty,"No. 11 Trans Amadi, Kaduna",Kaduna,Kaduna State,+234-8210-070-0130,www.victoryrealty.com.ng,Real Estate,"Victory Realty is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
824,Prestige Real Estate,"No. 12 Rumuola Road, Kaduna",Kaduna,Kaduna State,+234-8311-077-0143,www.prestigerealestate.com.ng,Real Estate,"Prestige Real Estate is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
825,Sterling Development,"No. 13 Kano Road, Kaduna",Kaduna,Kaduna State,+234-8412-084-0156,www.sterlingdevelopment.com.ng,Real Estate,"Sterling Development is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
826,Diamond Housing,"No. 14 Zaria Avenue, Kaduna",Kaduna,Kaduna State,+234-8513-091-0169,www.diamondhousing.com.ng,Real Estate,"Diamond Housing is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
827,Pearl Estates,"No. 15 Sabon Gari, Kaduna",Kaduna,Kaduna State,+234-8614-098-0182,www.pearlestates.com.ng,Real Estate,"Pearl Estates is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
828,Lagos Realtors,"No. 16 Marina Street, Kaduna",Kaduna,Kaduna State,+234-8715-105-0195,www.lagosrealtors.com.ng,Real Estate,"Lagos Realtors is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
829,Abuja Properties,"No. 17 Broad Street, Kaduna",Kaduna,Kaduna State,+234-8816-112-0208,www.abujaproperties.com.ng,Real Estate,"Abuja Properties is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
830,Capital Homes,"No. 18 Victoria Island, Kaduna",Kaduna,Kaduna State,+234-8917-119-0221,www.capitalhomes.com.ng,Real Estate,"Capital Homes is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
831,Prime Realty,"No. 19 Ikoyi Road, Kaduna",Kaduna,Kaduna State,+234-8118-126-0234,www.primerealty.com.ng,Real Estate,"Prime Realty is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
832,Royal Real Estate,"No. 20 Lekki Phase 1, Kaduna",Kaduna,Kaduna State,+234-8219-133-0247,www.royalrealestate.com.ng,Real Estate,"Royal Real Estate is a dynamic property company operating in Kaduna's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kaduna locations.",EstateIQ,claude_generated,2026-04-26,0,new
833,Niger Energy,"No. 1 Marina Street, Owerri",Owerri,Imo State,+234-8100-000-0000,www.nigerenergy.com.ng,Oil & Gas,"Niger Energy is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
834,Delta Petroleum,"No. 2 Broad Street, Owerri",Owerri,Imo State,+234-8201-007-0013,www.deltapetroleum.com.ng,Oil & Gas,"Delta Petroleum is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
835,Atlantic Oil & Gas,"No. 3 Victoria Island, Owerri",Owerri,Imo State,+234-8302-014-0026,www.atlanticoilandgas.com.ng,Oil & Gas,"Atlantic Oil & Gas is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
836,Petroleum Resources,"No. 4 Ikoyi Road, Owerri",Owerri,Imo State,+234-8403-021-0039,www.petroleumresources.com.ng,Oil & Gas,"Petroleum Resources is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
837,Energy Energy Partners,"No. 5 Lekki Phase 1, Owerri",Owerri,Imo State,+234-8504-028-0052,www.energyenergypartners.com.ng,Oil & Gas,"Energy Energy Partners is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
838,Crude Petroleum Ltd,"No. 6 Wuse Zone 5, Owerri",Owerri,Imo State,+234-8605-035-0065,www.crudepetroleumltd.com.ng,Oil & Gas,"Crude Petroleum Ltd is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
839,Pipeline Energy Plc,"No. 7 Maitama District, Owerri",Owerri,Imo State,+234-8706-042-0078,www.pipelineenergyplc.com.ng,Oil & Gas,"Pipeline Energy Plc is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
840,Offshore Resources Ltd,"No. 8 Garki Area 2, Owerri",Owerri,Imo State,+234-8807-049-0091,www.offshoreresourcesltd.com.ng,Oil & Gas,"Offshore Resources Ltd is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
841,Deepwater Energy,"No. 9 Asokoro, Owerri",Owerri,Imo State,+234-8908-056-0104,www.deepwaterenergy.com.ng,Oil & Gas,"Deepwater Energy is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
842,Apex Petroleum,"No. 10 GRA Phase 2, Owerri",Owerri,Imo State,+234-8109-063-0117,www.apexpetroleum.com.ng,Oil & Gas,"Apex Petroleum is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
843,Continental Oil & Gas,"No. 11 Trans Amadi, Owerri",Owerri,Imo State,+234-8210-070-0130,www.continentaloilandgas.com.ng,Oil & Gas,"Continental Oil & Gas is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
844,Federal Resources,"No. 12 Rumuola Road, Owerri",Owerri,Imo State,+234-8311-077-0143,www.federalresources.com.ng,Oil & Gas,"Federal Resources is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
845,National Energy Partners,"No. 13 Kano Road, Owerri",Owerri,Imo State,+234-8412-084-0156,www.nationalenergypartne.com.ng,Oil & Gas,"National Energy Partners is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
846,United Petroleum Ltd,"No. 14 Zaria Avenue, Owerri",Owerri,Imo State,+234-8513-091-0169,www.unitedpetroleumltd.com.ng,Oil & Gas,"United Petroleum Ltd is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
847,Allied Energy Plc,"No. 15 Sabon Gari, Owerri",Owerri,Imo State,+234-8614-098-0182,www.alliedenergyplc.com.ng,Oil & Gas,"Allied Energy Plc is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
848,Niger Resources Ltd,"No. 16 Marina Street, Owerri",Owerri,Imo State,+234-8715-105-0195,www.nigerresourcesltd.com.ng,Oil & Gas,"Niger Resources Ltd is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
849,Delta Energy,"No. 17 Broad Street, Owerri",Owerri,Imo State,+234-8816-112-0208,www.deltaenergy.com.ng,Oil & Gas,"Delta Energy is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
850,Atlantic Petroleum,"No. 18 Victoria Island, Owerri",Owerri,Imo State,+234-8917-119-0221,www.atlanticpetroleum.com.ng,Oil & Gas,"Atlantic Petroleum is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
851,Petroleum Oil & Gas,"No. 19 Ikoyi Road, Owerri",Owerri,Imo State,+234-8118-126-0234,www.petroleumoilandgas.com.ng,Oil & Gas,"Petroleum Oil & Gas is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
852,Energy Resources,"No. 20 Lekki Phase 1, Owerri",Owerri,Imo State,+234-8219-133-0247,www.energyresources.com.ng,Oil & Gas,"Energy Resources is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
853,Crude Energy Partners,"No. 21 Wuse Zone 5, Owerri",Owerri,Imo State,+234-8320-140-0260,www.crudeenergypartners.com.ng,Oil & Gas,"Crude Energy Partners is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
854,Pipeline Petroleum Ltd,"No. 22 Maitama District, Owerri",Owerri,Imo State,+234-8421-147-0273,www.pipelinepetroleumltd.com.ng,Oil & Gas,"Pipeline Petroleum Ltd is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
855,Offshore Energy Plc,"No. 23 Garki Area 2, Owerri",Owerri,Imo State,+234-8522-154-0286,www.offshoreenergyplc.com.ng,Oil & Gas,"Offshore Energy Plc is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
856,Deepwater Resources Ltd,"No. 24 Asokoro, Owerri",Owerri,Imo State,+234-8623-161-0299,www.deepwaterresourceslt.com.ng,Oil & Gas,"Deepwater Resources Ltd is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
857,Apex Energy,"No. 25 GRA Phase 2, Owerri",Owerri,Imo State,+234-8724-168-0312,www.apexenergy.com.ng,Oil & Gas,"Apex Energy is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
858,Continental Petroleum,"No. 26 Trans Amadi, Owerri",Owerri,Imo State,+234-8825-175-0325,www.continentalpetroleum.com.ng,Oil & Gas,"Continental Petroleum is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
859,Federal Oil & Gas,"No. 27 Rumuola Road, Owerri",Owerri,Imo State,+234-8926-182-0338,www.federaloilandgas.com.ng,Oil & Gas,"Federal Oil & Gas is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
860,National Resources,"No. 28 Kano Road, Owerri",Owerri,Imo State,+234-8127-189-0351,www.nationalresources.com.ng,Oil & Gas,"National Resources is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
861,United Energy Partners,"No. 29 Zaria Avenue, Owerri",Owerri,Imo State,+234-8228-196-0364,www.unitedenergypartners.com.ng,Oil & Gas,"United Energy Partners is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
862,Allied Petroleum Ltd,"No. 30 Sabon Gari, Owerri",Owerri,Imo State,+234-8329-203-0377,www.alliedpetroleumltd.com.ng,Oil & Gas,"Allied Petroleum Ltd is an energy sector company providing specialized services to Nigeria's oil and gas industry in Owerri. The firm offers technical, operational, and consultancy solutions to upstream and downstream operators across the Niger Delta. They maintain a skilled workforce dedicated to safe and efficient energy operations.",OpsGuard,claude_generated,2026-04-26,0,new
863,Adeyemi & Associates,"No. 1 Marina Street, Owerri",Owerri,Imo State,+234-8100-000-0000,www.adeyemiandassociates.com.ng,Law Firm,"Adeyemi & Associates is a professional legal services firm based in Owerri, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
864,Okonkwo Legal Chambers,"No. 2 Broad Street, Owerri",Owerri,Imo State,+234-8201-007-0013,www.okonkwolegalchambers.com.ng,Law Firm,"Okonkwo Legal Chambers is a professional legal services firm based in Owerri, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
865,Ibrahim & Co,"No. 3 Victoria Island, Owerri",Owerri,Imo State,+234-8302-014-0026,www.ibrahimandco.com.ng,Law Firm,"Ibrahim & Co is a professional legal services firm based in Owerri, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
866,Bello Law Firm,"No. 4 Ikoyi Road, Owerri",Owerri,Imo State,+234-8403-021-0039,www.bellolawfirm.com.ng,Law Firm,"Bello Law Firm is a professional legal services firm based in Owerri, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
867,Emeka Solicitors,"No. 5 Lekki Phase 1, Owerri",Owerri,Imo State,+234-8504-028-0052,www.emekasolicitors.com.ng,Law Firm,"Emeka Solicitors is a professional legal services firm based in Owerri, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
868,Adeola & Partners,"No. 6 Wuse Zone 5, Owerri",Owerri,Imo State,+234-8605-035-0065,www.adeolaandpartners.com.ng,Law Firm,"Adeola & Partners is a professional legal services firm based in Owerri, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
869,Chukwu Legal Practice,"No. 7 Maitama District, Owerri",Owerri,Imo State,+234-8706-042-0078,www.chukwulegalpractice.com.ng,Law Firm,"Chukwu Legal Practice is a professional legal services firm based in Owerri, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
870,Musa Barristers,"No. 8 Garki Area 2, Owerri",Owerri,Imo State,+234-8807-049-0091,www.musabarristers.com.ng,Law Firm,"Musa Barristers is a professional legal services firm based in Owerri, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
871,Abubakar & Associates,"No. 9 Asokoro, Owerri",Owerri,Imo State,+234-8908-056-0104,www.abubakarandassociate.com.ng,Law Firm,"Abubakar & Associates is a professional legal services firm based in Owerri, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
872,Olawale Legal Chambers,"No. 10 GRA Phase 2, Owerri",Owerri,Imo State,+234-8109-063-0117,www.olawalelegalchambers.com.ng,Law Firm,"Olawale Legal Chambers is a professional legal services firm based in Owerri, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
873,Nwosu & Co,"No. 11 Trans Amadi, Owerri",Owerri,Imo State,+234-8210-070-0130,www.nwosuandco.com.ng,Law Firm,"Nwosu & Co is a professional legal services firm based in Owerri, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
